task_id,category,method,recovery_budget,fault_intensity,seed,success,recovered,silent_failure,failure_detected,failure_signal,failure_class,actual_faults,tool_calls,model_calls,verifier_calls,recovery_steps,latency_ms,cost_proxy,escalated,final_answer
retrieval_001,retrieval_evidence,full_replanning,1,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,1,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,1,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,1,0.4,3,False,False,False,True,malformed_output,,"timeout,malformed_output",2,2,0,2,5080,4,False,"{bad_json: missing_quotes, broken"
retrieval_001,retrieval_evidence,full_replanning,2,0.2,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,2,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,2,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,2,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,2,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,2,0.4,3,False,False,False,True,partial_response,,"timeout,malformed_output,partial_response",3,3,0,3,5160,6,False,Partial response only
retrieval_001,retrieval_evidence,full_replanning,3,0.2,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,3,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,3,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,3,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,3,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,3,0.4,3,True,True,False,False,,,"timeout,malformed_output,partial_response",4,4,0,3,5240,8,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.2,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,full_replanning,5,0.4,3,True,True,False,False,,,"timeout,malformed_output,partial_response",4,4,0,3,5240,8,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.2,3,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,1,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.2,3,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,2,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.2,3,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,3,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.2,3,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_001,retrieval_evidence,self_healing,5,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_002,retrieval_evidence,retry_only,1,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,1,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,1,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,1,0.4,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,1,0.4,2,True,True,False,False,,,stale_context,2,0,0,1,160,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,1,0.4,3,False,False,False,True,partial_response,,"timeout,partial_response",2,0,0,2,5080,2,False,Partial response only
retrieval_002,retrieval_evidence,retry_only,2,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,2,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,2,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,2,0.4,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,2,0.4,2,True,True,False,False,,,stale_context,2,0,0,1,160,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,2,0.4,3,True,True,False,False,,,"timeout,partial_response",3,0,0,2,5160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.4,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.4,2,True,True,False,False,,,stale_context,2,0,0,1,160,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,3,0.4,3,True,True,False,False,,,"timeout,partial_response",3,0,0,2,5160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.4,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.4,2,True,True,False,False,,,stale_context,2,0,0,1,160,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,retry_only,5,0.4,3,True,True,False,False,,,"timeout,partial_response",3,0,0,2,5160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.2,1,True,True,False,False,,,malformed_output,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.4,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,1,0.4,3,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.2,1,True,True,False,False,,,malformed_output,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.4,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,2,0.4,3,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.2,1,True,True,False,False,,,malformed_output,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.4,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,3,0.4,3,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.2,1,True,True,False,False,,,malformed_output,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.4,1,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,full_replanning,5,0.4,3,True,True,False,False,,,partial_response,2,2,0,1,160,4,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.2,3,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.4,1,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.4,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,1,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.2,3,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.4,1,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.4,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,2,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.2,3,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.4,1,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.4,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,3,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.2,3,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.4,1,True,True,False,False,,schema_or_output_failure,malformed_output,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.4,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_002,retrieval_evidence,self_healing,5,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_003,retrieval_evidence,retry_only,1,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,1,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,1,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,1,0.4,1,True,True,False,False,,,partial_response,2,0,0,1,160,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,1,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,1,0.4,3,False,False,False,True,partial_response,,"malformed_output,partial_response",2,0,0,2,160,2,False,Partial response only
retrieval_003,retrieval_evidence,retry_only,2,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,2,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,2,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,2,0.4,1,True,True,False,False,,,partial_response,2,0,0,1,160,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,2,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,2,0.4,3,False,False,False,True,stale_context,,"malformed_output,partial_response,stale_context",3,0,0,3,240,3,False,Outdated policy: Product A support is 6 months.
retrieval_003,retrieval_evidence,retry_only,3,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,3,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,3,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,3,0.4,1,True,True,False,False,,,partial_response,2,0,0,1,160,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,3,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,3,0.4,3,False,False,False,True,timeout,,"malformed_output,partial_response,stale_context,timeout",4,0,0,4,5240,4,False,
retrieval_003,retrieval_evidence,retry_only,5,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,5,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,5,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,5,0.4,1,True,True,False,False,,,partial_response,2,0,0,1,160,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,5,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,retry_only,5,0.4,3,False,False,False,True,stale_context,,"malformed_output,partial_response,stale_context,timeout,stale_context,stale_context",6,0,0,6,5400,6,False,Outdated policy: Product A support is 6 months.
retrieval_003,retrieval_evidence,full_replanning,1,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,1,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,1,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,1,0.4,1,False,False,False,True,timeout,,"stale_context,timeout",2,2,0,2,5080,4,False,
retrieval_003,retrieval_evidence,full_replanning,1,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,1,0.4,3,True,True,False,False,,,timeout,2,2,0,1,5080,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,2,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,2,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,2,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,2,0.4,1,False,False,False,True,stale_context,,"stale_context,timeout,stale_context",3,3,0,3,5160,6,False,Outdated policy: Product A support is 6 months.
retrieval_003,retrieval_evidence,full_replanning,2,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,2,0.4,3,True,True,False,False,,,timeout,2,2,0,1,5080,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,3,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,3,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,3,0.2,3,True,True,False,False,,,stale_context,2,2,0,1,160,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,3,0.4,1,False,False,False,True,stale_context,,"stale_context,timeout,stale_context,stale_context",4,4,0,4,5240,8,False,Outdated policy: Product A support is 6 months.
retrieval_003,retrieval_evidence,full_replanning,3,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,3,0.4,3,True,True,False,False,,,timeout,2,2,0,1,5080,4,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,5,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
retrieval_003,retrieval_evidence,full_replanning,5,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Enterprise customers receive priority support within 4 hours.
